"amenity","gas","fuel","fuel station","fuel stations","gas station","gas stations","pump","pumps"
"amenity","restaurant","eat"," food","hungry"," meal"," meals"," restaurants"
"amenity","restroom"," bathroom"," bathrooms","loo"," restrooms"," toilet"," toilets"
"appliance","ac","acs","air conditioner","air conditioners","air conditioning","fans"
"appliance","fan","fans"
"appliance","heater","heat"
"appliance","lights","bulb","bulbs","headlight","head light","headlights","head lights","light","tubelight","tubelights"
"appliance","music","radio","song","songs"
"appliance","volume","sound"
"appliance","wipers","windshield wiper","windshield wipers","wiper"
"cuisine","burgers","american","burger","burgers","cheeseburger","cheeseburgers","hamburger","hamburgers"
"cuisine","pasta","Italian","pasta","pizza"
"cuisine","seafood","fish","seafood","shrimp"
"cuisine","tacos","Mexican","taco","tacos"
"cuisine_bad","african"
"cuisine_bad","american"
"cuisine_bad","argentine"
"cuisine_bad","asian"
"cuisine_bad","austrian"
"cuisine_bad","basque"
"cuisine_bad","belgian"
"cuisine_bad","breakfast"
"cuisine_bad","british"
"cuisine_bad","cajun"
"cuisine_bad","californian"
"cuisine_bad","canadian"
"cuisine_bad","caribbean"
"cuisine_bad","chinese"
"cuisine_bad","christmas"
"cuisine_bad","comfort"
"cuisine_bad","creole"
"cuisine_bad","cuban"
"cuisine_bad","danish"
"cuisine_bad","english"
"cuisine_bad","european"
"cuisine_bad","french"
"cuisine_bad","galician"
"cuisine_bad","german"
"cuisine_bad","gluten free"
"cuisine_bad","greek"
"cuisine_bad","halal"
"cuisine_bad","hawaiian"
"cuisine_bad","indian"
"cuisine_bad","irish"
"cuisine_bad","israeli"
"cuisine_bad","italian"
"cuisine_bad","jamaican"
"cuisine_bad","japanese"
"cuisine_bad","korean"
"cuisine_bad","kosher"
"cuisine_bad","latin"
"cuisine_bad","malaysian"
"cuisine_bad","mediterranean"
"cuisine_bad","mexican"
"cuisine_bad","middle eastern"
"cuisine_bad","moroccan"
"cuisine_bad","paleo"
"cuisine_bad","persian"
"cuisine_bad","peruvian"
"cuisine_bad","pescatarian"
"cuisine_bad","portuguese"
"cuisine_bad","russian"
"cuisine_bad","scandinavian"
"cuisine_bad","scottish"
"cuisine_bad","sichuan"
"cuisine_bad","soul"
"cuisine_bad","southern"
"cuisine_bad","southwestern"
"cuisine_bad","spanish"
"cuisine_bad","texan"
"cuisine_bad","tex mex"
"cuisine_bad","thai"
"cuisine_bad","turkish"
"cuisine_bad","tuscan"
"cuisine_bad","vegan"
"cuisine_bad","vegetarian"
"cuisine_bad","vietnamese"
"genre","classical","avant-garde","baroque","chamber","chant","choral","classical","impressionist","medieval","opera","orchestra","orchestral","renaissance","wedding"
"genre","jazz","anything","bebop","big band","dixie","jazz","lounge","swing","whatever"
"genre","pop","pop","popular"
"genre","rock","jam","metal","prog","progressive","punk","punkrock","rock","surf"
"genre_bad","Alternative","alt","altrock","grunge","new wave"
"genre_bad","Blues","Ragtime","sad"
"genre_bad","Childrens","disney","lullabies","singalong"
"genre_bad","Comedy","standup","tv"
"genre_bad","Country","americana","bluegrass","honky tonk","outlaw","urban cowboy"
"genre_bad","Dance","club","deep house","dubstep","edm","electro house","electroswing","exercise","house","jungle","techno","trance","trap"
"genre_bad","Electronic","ambient","crunk","drum and bass","drum & bass","electro","electronica","industrial","trip hop"
"genre_bad","Folk","Acoustic","traditional"
"genre_bad","Hip Hop","Bounce","dirty south","rap"
"genre_bad","Holiday","Chanukah","christmas","easter","halloween","thanksgiving"
"genre_bad","Instrumental","marching band"
"genre_bad","J-Pop","J-Rock"
"genre_bad","Latin","Baladas","bossa nova","brazilian","cubmia","flamenco","portuguese","reggaeton","salsa","Tango"
"genre_bad","New Age","Environmental","healing","meditation","relaxation"
"genre_bad","R&B","Disco","Funk","Motown","Soul"
"genre_bad","Reggae","dancehall","dub","roots","ska"
"genre_bad","Religious","Christian","gospel"
"genre_bad","Soundtrack","cinema","musical"
"genre_bad","Vocal","acapella","acappella","A cappella","barbershop","doowop"
"genre_bad","World","Afrobeat","afropop","cajun","calypso","caribbean","celtic","congo","polka","soca","zydeco"
"option","closest","closest"," nearest"
"option","fifth","5","fifth","five"
"option","first"," 1"," first","one"
"option","fourth","4","four","fourth"
"option","second","2"," second"," two"
"option","third"," 3"," third","three"
"phone","call","call"," calls"
"phone","text"," message"," messages","text"," texts"
