what do you know,CAPABILITY_CHECK
what do you know about,CAPABILITY_CHECK
what can you do,CAPABILITY_CHECK
what else can you do,CAPABILITY_CHECK
what are your capabilities,CAPABILITY_CHECK
what do you do,CAPABILITY_CHECK
how can you help me,CAPABILITY_CHECK
what can you do for me,CAPABILITY_CHECK
what could you do,CAPABILITY_CHECK
what do you know how to do,CAPABILITY_CHECK
do you know about restaurants,CAPABILITY_CHECK
what do you know about coffee places,CAPABILITY_CHECK
do you know about places in the hotel,CAPABILITY_CHECK
can you tell me about places nearby,CAPABILITY_CHECK
do you have business hours for places,CAPABILITY_CHECK
can you tell me the names of nearby places,CAPABILITY_CHECK
do you know the names of places,CAPABILITY_CHECK
Ajay,FIRST_NAME
Beverley,FIRST_NAME
Richard,FIRST_NAME
Eric,FIRST_NAME
varada,FIRST_NAME
George,FIRST_NAME
Lesa,FIRST_NAME
i'm called Dan,FIRST_NAME
Shan,FIRST_NAME
my name is Ralph,FIRST_NAME
Desiree,FIRST_NAME
kakaman,FIRST_NAME
Salvador,FIRST_NAME
Arnold,FIRST_NAME
my name is Rafah,FIRST_NAME
Lucinda,FIRST_NAME
Agus,FIRST_NAME
Chantel,FIRST_NAME
Kasie,FIRST_NAME
Karlyn,FIRST_NAME
Alfonzo,FIRST_NAME
Merideth,FIRST_NAME
Wassim,FIRST_NAME
I'm also known as Heather,FIRST_NAME
AB,FIRST_NAME
my name is Ashima,FIRST_NAME
Amit,FIRST_NAME
Tisha,FIRST_NAME
Jenniffer,FIRST_NAME
Annett,FIRST_NAME
my name is Jenny,FIRST_NAME
Leo,FIRST_NAME
Irene,FIRST_NAME
Jeracio,FIRST_NAME
Marylou,FIRST_NAME
anil,FIRST_NAME
you can call me Sir,FIRST_NAME
I am Prem,FIRST_NAME
Neil,FIRST_NAME
Vannessa,FIRST_NAME
Ryan,FIRST_NAME
Lajuana,FIRST_NAME
Jeanne,FIRST_NAME
Laurie,FIRST_NAME
Edris,FIRST_NAME
Jonathon,FIRST_NAME
anil,FIRST_NAME
Rochel,FIRST_NAME
Watson,FIRST_NAME
mj,FIRST_NAME
Diane,FIRST_NAME
Freddy,FIRST_NAME
Thersa,FIRST_NAME
Suranjit,FIRST_NAME
Ward,FIRST_NAME
Sanjay,FIRST_NAME
Jim,FIRST_NAME
Dylan,FIRST_NAME
Marti,FIRST_NAME
Kyle,FIRST_NAME
Ben,FIRST_NAME
pat,FIRST_NAME
Alva,FIRST_NAME
Kindra,FIRST_NAME
my nickname is Bob,FIRST_NAME
Andrew,FIRST_NAME
Yi,FIRST_NAME
Jim,FIRST_NAME
i'm Natalie,FIRST_NAME
people call me Chuck,FIRST_NAME
Joe,FIRST_NAME
Forest,FIRST_NAME
Michael,FIRST_NAME
how are you,POST_OPENING
how is it going,POST_OPENING
what's up,POST_OPENING
how are ya,POST_OPENING
how's it going,POST_OPENING
how's it hanging,POST_OPENING
what up,POST_OPENING
what's happening,POST_OPENING
how are you,POST_OPENING
nice job,COMPLIMENT_TALK
you rock,COMPLIMENT_TALK
you're awesome,COMPLIMENT_TALK
I love you,COMPLIMENT_TALK
you're amazing,COMPLIMENT_TALK
you're really good,COMPLIMENT_TALK
you're really smart,COMPLIMENT_TALK
good job,COMPLIMENT_TALK
way to go,COMPLIMENT_TALK
nice one,COMPLIMENT_TALK
you know everything,COMPLIMENT_TALK
you're incredible,COMPLIMENT_TALK
you suck,INSULT_TALK
this sucks,INSULT_TALK
I hate you,INSULT_TALK
you're stupid,INSULT_TALK
shut up,INSULT_TALK
stfu,INSULT_TALK
fuck you,INSULT_TALK
fuck off,INSULT_TALK
you're terrible,INSULT_TALK
you are so dumb,INSULT_TALK
do you know anything?,INSULT_TALK
you're a waste of time,INSULT_TALK
I'm sorry,APOLOGY_TALK
sorry,APOLOGY_TALK
I'm so sorry,APOLOGY_TALK
I apologize,APOLOGY_TALK
apologies,APOLOGY_TALK
sorry about that,APOLOGY_TALK
please forgive me,APOLOGY_TALK
forgive me?,APOLOGY_TALK
I am really sorry,APOLOGY_TALK
I shouldn't have said that,APOLOGY_TALK
I take that back,APOLOGY_TALK
what are my choices,CHOICES_REQUEST
what are my options,CHOICES_REQUEST
what are they,CHOICES_REQUEST
what can I choose from,CHOICES_REQUEST
what are the options,CHOICES_REQUEST
what are the choices,CHOICES_REQUEST
tell me my choices,CHOICES_REQUEST
what can I pick from,CHOICES_REQUEST
what are they all,CHOICES_REQUEST
what can I choose,CHOICES_REQUEST
I need the options,CHOICES_REQUEST
I don't know my choices,CHOICES_REQUEST
okay,ACKNOWLEDGMENT_TALK
ok,ACKNOWLEDGMENT_TALK
all right,ACKNOWLEDGMENT_TALK
alright,ACKNOWLEDGMENT_TALK
